"Смартфон Xiaomi Mi 11 Lite 5G NE, 6Gb, 128Gb, Truffle Black (2109119DG)",179990₸,Android,6.55,128 Гб,64 + 8 + 5,20,Xiaomi,Corning Gorilla Glass 5,Черный
"Смартфон Apple iPhone SE (2020), 128Gb, White (MHGU3)",254990₸,iOS,4.7,128 Гб,12,7,Apple,Стекло с олеофобным покрытием,"Белый, Черный"
"Смартфон Apple iPhone SE (2020), 128Gb, Red (MHGV3)",254990₸,iOS,4.7,128 Гб,12,7,Apple,Стекло с олеофобным покрытием,"Красный, Черный"
"Смартфон Poco X3 Pro, 128Gb, Metal Bronze",119990₸,Android,6.67,128 Гб,48 + 8 + 2 + 2,20,Poco,Corning Gorilla Glass 6,Бронзовый
"Смартфон Poco X3 Pro, 256Gb, Phantom Black",129990₸,Android,6.67,256 Гб,48 + 8 + 2 + 2,20,Poco,Corning Gorilla Glass 6,Черный
"Смартфон Poco X3 Pro, 256Gb, Frost Blue",129990₸,Android,6.67,256 Гб,48 + 8 + 2 + 2,20,Poco,Corning Gorilla Glass 6,Синий
"Смартфон Poco X3 Pro, 128Gb, Frost Blue",119990₸,Android,6.67,128 Гб,48 + 8 + 2 + 2,20,Poco,Corning Gorilla Glass 6,Синий
"Смартфон Poco X3 Pro, 128Gb, Phantom Black",119990₸,Android,6.67,128 Гб,48 + 8 + 2 + 2,20,Poco,Corning Gorilla Glass 6,Черный
"Смартфон realme 7, 6Gb, 64Gb, Mist Blue (RMX2151)",108890₸,Android,6.5,64 Гб,64 + 8 + 2 + 2,16,realme,Corning Gorilla Glass,"Синий, Черный"
"Смартфон Samsung Galaxy A12, 64Gb, Blue (SM-A125F)",76900₸,Android,6.5,64 Гб,48 + 5 + 2 + 2,8,Samsung,,"Синий, Черный"
"Смартфон Samsung Galaxy A02, 32Gb, Red (SM-A022G)",49890₸,Android,6.5,32 Гб,13 + 2,5,Samsung,,"Красный, Черный"
"Смартфон Xiaomi Mi 11 Lite, 128Gb, Bubblegum Blue (M2101K9AG)",159990₸,Android,6.55,128 Гб,64 + 8 + 5,16,Xiaomi,Corning Gorilla Glass 5,"Голубой, Черный"
"Смартфон Samsung Galaxy A32, 64Gb, Awesome White (SM-A325F)",106990₸,Android,6.4,64 Гб,64 + 8 + 5 + 5,20,Samsung,,"Белый, Черный"
"Смартфон Samsung Galaxy A32, 128Gb, Awesome White (SM-A325F)",123590₸,Android,6.4,128 Гб,64 + 8 + 5 + 5,20,Samsung,,"Белый, Черный"
"Смартфон Samsung Galaxy A32, 64Gb, Awesome Blue (SM-A325F)",106990₸,Android,6.4,64 Гб,64 + 8 + 5 + 5,20,Samsung,,"Голубой, Черный"
"Смартфон Samsung Galaxy A32, 64Gb, Awesome Violet (SM-A325F)",106990₸,Android,6.4,64 Гб,64 + 8 + 5 + 5,20,Samsung,,"Фиолетовый, Черный"
"Смартфон Samsung Galaxy A32, 128Gb, Awesome Violet (SM-A325F)",129700₸,Android,6.4,128 Гб,64 + 8 + 5 + 5,20,Samsung,,"Фиолетовый, Черный"
"Смартфон Samsung Galaxy A32, 64Gb, Awesome Black (SM-A325F)",106990₸,Android,6.4,64 Гб,64 + 8 + 5 + 5,20,Samsung,,Черный
"Смартфон Samsung Galaxy A32, 128Gb, Awesome Black (SM-A325F)",119990₸,Android,6.4,128 Гб,64 + 8 + 5 + 5,20,Samsung,,Черный
"Смартфон Meizu M10, 2Gb, 32Gb, Purplish Red (M918H)",49990₸,Android,6.5,32 Гб,13 + 2 + 2,8,Meizu,,"Красный, Черный"
"Смартфон Samsung Galaxy A32, 128Gb, Awesome Blue (SM-A325F)",119990₸,Android,6.4,128 Гб,64 + 8 + 5 + 5,20,Samsung,,"Голубой, Черный"
"Смартфон Meizu M10, 2Gb, 32Gb, Phantom Black (M918H)",49990₸,Android,6.5,32 Гб,13 + 2 + 2,8,Meizu,,Черный
"Смартфон Meizu M10, 2Gb, 32Gb, Sea Blue (M918H)",49990₸,Android,6.5,32 Гб,13 + 2 + 2,8,Meizu,,"Голубой, Черный"
"Смартфон Xiaomi Redmi Note 10, 128Gb, Pebble White",109990₸,Android,6.43,128 Гб,48 + 8 + 2 + 2,13,Xiaomi,Corning Gorilla Glass 3,"Белый, Черный"
"Смартфон Xiaomi Redmi Note 10, 128Gb, Lake Green",109990₸,Android,6.43,128 Гб,48 + 8 + 2 + 2,13,Xiaomi,Corning Gorilla Glass 3,"Белый, Зеленый, Черный"
"Смартфон Xiaomi Redmi Note 10, 64Gb, Lake Green",99990₸,Android,6.43,64 Гб,48 + 8 + 2 + 2,13,Xiaomi,Corning Gorilla Glass 3,"Зеленый, Черный"
"Смартфон Xiaomi Mi 10T, 128Gb, Cosmic Black (M2007J3SY)",229990₸,Android,6.67,128 Гб,64 + 13 + 5,20,Xiaomi,Corning Gorilla Glass 5,Черный
"Смартфон Apple iPhone 12, 128Gb, Green (MGJF3)",464890₸,iOS,6.1,128 Гб,12 + 12,12,Apple,,"Зеленый, Черный"
"Смартфон Apple iPhone 12 Pro, 128Gb, Gold (MGMM3)",579990₸,iOS,6.1,128 Гб,12 + 12 + 12,12,Apple,,"Золотистый, Черный"
"Смартфон Meizu M10, 32Gb, Sea Blue (M918H)",49990₸,Android,6.5,32 Гб,13 + 2 + 2,8,Meizu,,"Голубой, Черный"
"Смартфон Apple iPhone 12 Pro, 128Gb, Pacific Blue (MGMN3)",579990₸,iOS,6.1,128 Гб,12 + 12 + 12,12,Apple,,"Синий, Черный"
"Смартфон Apple iPhone 11 (2020), 128Gb, Purple (MHDM3)",,iOS,6.1,128 Гб,12 + 12,12,Apple,,Фиолетовый
"Смартфон Apple iPhone 12 Pro, 256Gb, Pacific Blue (MGMT3)",627990₸,iOS,6.1,256 Гб,12 + 12 + 12,12,Apple,,"Синий, Черный"
"Смартфон Meizu M10, 32Gb, Purplish Red (M918H)",49990₸,Android,6.5,32 Гб,13 + 2 + 2,8,Meizu,,"Красный, Черный"
"Смартфон Meizu M10, 32Gb, Phantom Black (M918H)",49990₸,Android,6.5,32 Гб,13 + 2 + 2,8,Meizu,,Черный
"Смартфон Apple iPhone SE (2020), 64Gb, White (MHGQ3)",224990₸,iOS,4.7,64 Гб,12,7,Apple,Стекло с олеофобным покрытием,"Белый, Черный"
"Смартфон Apple iPhone 11 (2020), 64Gb, White (MHDC3)",329900₸,iOS,6.1,64 Гб,12 + 12,12,Apple,,Белый
"Смартфон Apple iPhone SE (2020), 64Gb, Red (MHGR3)",224990₸,iOS,4.7,64 Гб,12,7,Apple,Стекло с олеофобным покрытием,"Красный, Черный"
"Смартфон Apple iPhone 12 Pro Max, 256Gb, Gold (MGDE3)",689900₸,iOS,6.7,256 Гб,12 + 12 + 12,12,Apple,,"Золотистый, Черный"
"Смартфон Apple iPhone 12 Pro Max, 256Gb, Pacific Blue (MGDF3)",689900₸,iOS,6.7,256 Гб,12 + 12 + 12,12,Apple,,"Синий, Черный"
"Смартфон Apple iPhone 12 Pro, 256Gb, Gold (MGMR3)",627990₸,iOS,6.1,256 Гб,12 + 12 + 12,12,Apple,,"Золотистый, Черный"
"Смартфон Xiaomi Redmi Note 9, 64Gb, Onyx Black (M2003J15SG)",79990₸,Android,6.53,64 Гб,48 + 8 + 2 + 2,13,Xiaomi,Corning Gorilla Glass 5,"Серый, Черный"
"Смартфон Xiaomi Redmi 9T, 64Gb, Ocean Green",79990₸,Android,6.53,64 Гб,48 + 8 + 2 + 2,8,Xiaomi,,"Зеленый, Черный"
"Смартфон realme 6, 4Gb, 128Gb, Comet Blue (RMX2001)",119990₸,Android,6.5,128 Гб,64 + 8 + 2 + 2,16,realme,Corning Gorilla Glass,Синий
"Смартфон Apple iPhone 12 Pro, 256Gb, Silver (MGMQ3)",627990₸,iOS,6.1,256 Гб,12 + 12 + 12,12,Apple,,"Серебристый, Черный"
"Смартфон Apple iPhone 12 Pro, 256Gb, Graphite (MGMP3)",627990₸,iOS,6.1,256 Гб,12 + 12 + 12,12,Apple,,"Графитовый, Черный"
"Смартфон Apple iPhone 12 Pro, 128Gb, Graphite (MGMK3)",579990₸,iOS,6.1,128 Гб,12 + 12 + 12,12,Apple,,"Графитовый, Черный"
"Смартфон Apple iPhone 12 Pro Max, 128Gb, Graphite (MGD73)",629900₸,iOS,6.7,128 Гб,12 + 12 + 12,12,Apple,,"Графитовый, Черный"
"Смартфон Apple iPhone 12 Pro Max, 128Gb, Gold (MGD93)",629900₸,iOS,6.7,128 Гб,12 + 12 + 12,12,Apple,,"Золотистый, Черный"
"Смартфон Apple iPhone 12 Pro Max, 256Gb, Graphite (MGDC3)",689900₸,iOS,6.7,256 Гб,12 + 12 + 12,12,Apple,,"Графитовый, Черный"
"Смартфон Apple iPhone 12 Pro Max, 256Gb, Silver (MGDD3)",689900₸,iOS,6.7,256 Гб,12 + 12 + 12,12,Apple,,"Серебристый, Черный"
"Смартфон Apple iPhone 12 Pro Max, 128Gb, Pacific Blue (MGDA3)",629900₸,iOS,6.7,128 Гб,12 + 12 + 12,12,Apple,,"Синий, Черный"
"Смартфон Apple iPhone 12 Pro Max, 128Gb, Silver (MGD83)",639900₸,iOS,6.7,128 Гб,12 + 12 + 12,12,Apple,,"Серебристый, Черный"
"Смартфон Apple iPhone 11 (2020), 128Gb, Red (MHDK3)",359990₸,iOS,6.1,128 Гб,12 + 12,12,Apple,,"Красный, Черный"
"Смартфон Apple iPhone 11 (2020), 64Gb, Red (MHDD3)",329900₸,iOS,6.1,64 Гб,12 + 12,12,Apple,,"Красный, Черный"
"Смартфон Poco M3, 128Gb, Cool Blue",79990₸,Android,6.53,128 Гб,48 + 2 + 2,8,Poco,Corning Gorilla Glass 3,"Голубой, Черный"
"Смартфон Xiaomi Redmi 9T, 64Gb, Twilight Blue (M2010J19SG)",79990₸,Android,6.53,64 Гб,48 + 8 + 2 + 2,8,Xiaomi,,"Синий, Черный"
"Смартфон Apple iPhone 11 (2020), 64Gb, Green (MHDG3)",329900₸,iOS,6.1,64 Гб,12 + 12,12,Apple,,Зеленый
"Смартфон Apple iPhone 11 (2020), 128Gb, White (MHDJ3)",,iOS,6.1,128 Гб,12 + 12,12,Apple,,Белый
"Смартфон Xiaomi Redmi 9T, 64Gb, Carbon Gray (M2010J19SG)",79990₸,Android,6.53,64 Гб,48 + 8 + 2 + 2,8,Xiaomi,,"Серый, Черный"
"Смартфон Samsung Galaxy A12, 32Gb, Red (SM-A125F)",68900₸,Android,6.5,32 Гб,48 + 5 + 2 + 2,8,Samsung,,"Красный, Черный"
"Смартфон Samsung Galaxy A12, 32Gb, Blue (SM-A125F)",68900₸,Android,6.5,32 Гб,48 + 5 + 2 + 2,8,Samsung,,"Синий, Черный"
"Смартфон Samsung Galaxy A12, 32Gb, Black (SM-A125F)",68900₸,Android,6.5,32 Гб,48 + 5 + 2 + 2,8,Samsung,,Черный
"Смартфон Samsung Galaxy A02s, 32Gb, Blue (SM-A025F)",62990₸,Android,6.5,32 Гб,13 + 2 + 2,5,Samsung,,"Синий, Черный"
"Смартфон Samsung Galaxy A02s, 32Gb, Black (SM-A025F)",62990₸,Android,6.5,32 Гб,13 + 2 + 2,5,Samsung,,Черный
"Смартфон Samsung Galaxy A02s, 32Gb, White (SM-A025F)",62990₸,Android,6.5,32 Гб,13 + 2 + 2,5,Samsung,,"Белый, Черный"
"Смартфон Tecno POP 4 Pro, 16Gb, Cosmic Shine (BC3)",43990₸,Android,6.52,16 Гб,8,8,Tecno Mobile,,"Синий, Черный"
"Смартфон Tecno POP 4 Pro, 16Gb, Vacation Blue (BC3)",39900₸,Android,6.52,16 Гб,8,8,Tecno Mobile,,"Голубой, Черный"
"Смартфон Tecno POP 3, 16Gb, Champagne Gold (BB2)",29900₸,Android,5.7,16 Гб,5,8,Tecno Mobile,,Черный
"Смартфон Tecno POP 3, 16Gb, Sandstone Black (BB2)",28900₸,Android,5.7,16 Гб,5,8,Tecno Mobile,,Черный
"Смартфон Tecno POP 4 Pro, 16Gb, Pearl Black (BC3)",38900₸,Android,6.52,16 Гб,8,8,Tecno Mobile,,Черный
"Смартфон Tecno Spark 6, 128Gb, Ocean Blue (KE7)",69290₸,Android,6.8,128 Гб,16 + 2 + 2 + 2,8,Tecno Mobile,,"Синий, Черный"
"Смартфон Tecno Spark 6 Go, 64Gb, Ice Jadeite (KE5j)",51500₸,Android,6.52,64 Гб,13 + 2,8,Tecno Mobile,,"Зеленый, Черный"
"Смартфон Tecno Spark 6 Go, 64Gb, Aqua Blue (KE5j)",51500₸,Android,6.52,64 Гб,13 + 2,8,Tecno Mobile,,"Синий, Черный"
"Смартфон Tecno Spark 6, 64Gb, Ocean Blue (KE7)",64900₸,Android,6.8,64 Гб,16 + 2 + 2 + 2,8,Tecno Mobile,,"Синий, Черный"
"Смартфон Tecno Spark 6 Go, 32Gb, Ice Jadeite (KE5)",46090₸,Android,6.52,32 Гб,13 + 2,8,Tecno Mobile,,"Зеленый, Черный"
"Смартфон Tecno Spark 6 Go, 32Gb, Aqua Blue (KE5)",46090₸,Android,6.52,32 Гб,13 + 2,8,Tecno Mobile,,"Синий, Черный"
"Смартфон Xiaomi Redmi 9T, 64Gb, Sunset Orange",79990₸,Android,6.53,64 Гб,48 + 8 + 2 + 2,8,Xiaomi,,"Оранжевый, Черный"
"Смартфон Tecno Spark 6, 64Gb, Comet Black (KE7)",64900₸,Android,6.8,64 Гб,16 + 2 + 2 + 2,8,Tecno Mobile,,Черный
"Смартфон Xiaomi Redmi 9T, 128Gb, Carbon Gray",89990₸,Android,6.53,128 Гб,48 + 8 + 2 + 2,8,Xiaomi,,"Серый, Черный"
"Смартфон Xiaomi Redmi 9T, 128Gb, Twilight Blue",89990₸,Android,6.53,128 Гб,48 + 8 + 2 + 2,8,Xiaomi,,"Синий, Черный"
"Смартфон Xiaomi Redmi 9T, 128Gb, Ocean Green",89990₸,Android,6.53,128 Гб,48 + 8 + 2 + 2,8,Xiaomi,,"Зеленый, Черный"
"Смартфон Tecno Spark 6, 128Gb, Comet Black (KE7)",69290₸,Android,6.8,128 Гб,16 + 2 + 2 + 2,8,Tecno Mobile,,Черный
"Смартфон Vsmart Joy 4, 4Gb, 64Gb, Turquoise (FV441AEGNE)",59900₸,Android,6.53,64 Гб,16 + 8 + 2 + 2,13,Vsmart,,"Бирюзовый, Голубой, Черный"
"Смартфон Vsmart Joy 4, 3Gb, 64Gb, Turquoise (FV441AQGNE)",56900₸,Android,6.53,64 Гб,16 + 8 + 2 + 2,13,Vsmart,,"Бирюзовый, Голубой, Черный"
"Смартфон Vsmart Joy 4, 3Gb, 64Gb, Black (FV441AQBLE)",56900₸,Android,6.53,64 Гб,16 + 8 + 2 + 2,13,Vsmart,,Черный
"Смартфон Vsmart Joy 4, 4Gb, 64Gb, Black (FV441AEBLE)",59900₸,Android,6.53,64 Гб,16 + 8 + 2 + 2,13,Vsmart,,Черный
"Смартфон Vsmart Joy 3+, 64Gb, White (FV430AEWPE)",52990₸,Android,6.52,64 Гб,13 + 8 + 2,8,Vsmart,,"Белый, Черный"
"Смартфон Vsmart Joy 3+, 64Gb, Purple (FV430AEVTE)",52990₸,Android,6.52,64 Гб,13 + 8 + 2,8,Vsmart,,Фиолетовый
"Смартфон Poco M3, 128Gb, Yellow",79990₸,Android,6.53,128 Гб,48 + 2 + 2,8,Poco,Corning Gorilla Glass 3,"Желтый, Черный"
"Смартфон Xiaomi Redmi Note 9, 128Gb, Forest Green (M2003J15SG)",89990₸,Android,6.53,128 Гб,48 + 8 + 2 + 2,13,Xiaomi,Corning Gorilla Glass 5,"Зеленый, Черный"
"Смартфон Vsmart Joy 3+, 64Gb, Black (FV430AEBLE)",59900₸,Android,6.52,64 Гб,13 + 8 + 2,8,Vsmart,,Черный
"Смартфон Poco X3 NFC, 64Gb, Cobalt Blue (M2007J20CG)",102490₸,Android,6.67,64 Гб,64 + 13 + 2 + 2,20,Poco,Gorilla Glass 5,"Синий, Черный"
"Смартфон Apple iPhone 11 (2020), 64Gb, Purple (MHDF3)",339800₸,iOS,6.1,64 Гб,12 + 12,12,Apple,,Фиолетовый
"Смартфон Apple iPhone Xr (2020), 64Gb, White (MH6N3)",289990₸,iOS,6.1,64 Гб,12,7,Apple,Стекло с олеофобным покрытием,Белый
"Смартфон Apple iPhone 11 (2020), 64Gb, Black (MHDA3)",329900₸,iOS,6.1,64 Гб,12 + 12,12,Apple,,Черный
"Смартфон Apple iPhone Xr (2020), 64Gb, Black (MH6M3)",289990₸,iOS,6.1,64 Гб,12,7,Apple,Стекло с олеофобным покрытием,Черный
"Смартфон Apple iPhone Xr (2020), 64Gb, Red (MH6P3)",289990₸,iOS,6.1,64 Гб,12,7,Apple,Стекло с олеофобным покрытием,Красный
"Смартфон Apple iPhone 12 mini, 128Gb, Black (MGE33)",394900₸,iOS,5.4,128 Гб,12 + 12,12,Apple,,Черный
"Смартфон Apple iPhone 12 mini, 128Gb, Green (MGE73)",449900₸,iOS,5.4,128 Гб,12 + 12,12,Apple,,"Зеленый, Черный"
"Смартфон Apple iPhone 12, 128Gb, White (MGJC3)",464990₸,iOS,6.1,128 Гб,12 + 12,12,Apple,,"Белый, Черный"
"Смартфон Apple iPhone 12 mini, 128Gb, White (MGE43)",394900₸,iOS,5.4,128 Гб,12 + 12,12,Apple,,"Белый, Черный"
"Смартфон Apple iPhone 12, 128Gb, Blue (MGJE3)",464890₸,iOS,6.1,128 Гб,12 + 12,12,Apple,,"Синий, Черный"
"Смартфон Apple iPhone 12, 128Gb, Black (MGJA3)",464990₸,iOS,6.1,128 Гб,12 + 12,12,Apple,,Черный
"Смартфон Apple iPhone SE (2020), 64Gb, Black (MHGP3)",224990₸,iOS,4.7,64 Гб,12,7,Apple,Стекло с олеофобным покрытием,Черный
"Смартфон Apple iPhone 12 mini, 128Gb, Blue (MGE63)",394900₸,iOS,5.4,128 Гб,12 + 12,12,Apple,,"Синий, Черный"
"Смартфон Apple iPhone 12, 64Gb, White (MGJ63)",434890₸,iOS,6.1,64 Гб,12 + 12,12,Apple,,"Белый, Черный"
"Смартфон Apple iPhone 12, 64Gb, Green (MGJ93)",434890₸,iOS,6.1,64 Гб,12 + 12,12,Apple,,"Зеленый, Черный"
"Смартфон Apple iPhone 12, 128Gb, Red (MGJD3)",464890₸,iOS,6.1,128 Гб,12 + 12,12,Apple,,"Красный, Черный"
"Смартфон Apple iPhone 12, 64Gb, Red (MGJ73)",434890₸,iOS,6.1,64 Гб,12 + 12,12,Apple,,"Красный, Черный"
"Смартфон Apple iPhone 12, 64Gb, Blue (MGJ83)",434890₸,iOS,6.1,64 Гб,12 + 12,12,Apple,,"Синий, Черный"
"Смартфон Apple iPhone 12, 64Gb, Black (MGJ53)",434890₸,iOS,6.1,64 Гб,12 + 12,12,Apple,,Черный
"Смартфон realme 6 Pro, 128Gb, Lightning Red (RMX2063)",158890₸,Android,6.6,128 Гб,64 + 12 + 8 + 2,16 + 8,realme,Corning Gorilla Glass 5,"Красный, Черный"
"Смартфон realme 7, 8Gb, 128Gb, Mist White (RMX2151)",138890₸,Android,6.5,128 Гб,64 + 8 + 2 + 2,16,realme,Corning Gorilla Glass,"Белый, Черный"
"Смартфон OPPO Reno4 Lite, 8Gb, Magic Blue (CPH2125)",129900₸,Android,6.43,128 Гб,48 + 8 + 2 + 2,16 + 2,OPPO,,Бирюзовый
"Смартфон OPPO Reno4 Lite, 8Gb, Black (CPH2125)",132900₸,Android,6.43,128 Гб,48 + 8 + 2 + 2,16 + 2,OPPO,,Черный
"Смартфон Xiaomi Redmi Note 9, 64Gb, Forest Green (M2003J15SG)",79990₸,Android,6.53,64 Гб,48 + 8 + 2 + 2,13,Xiaomi,Corning Gorilla Glass 5,"Зеленый, Черный"
"Смартфон Tecno Spark 6 Go, 32Gb, Ice Jadeite (KE5) + чехол",46090₸,Android,6.52,32 Гб,13 + 2,8,Tecno Mobile,,"Зеленый, Черный"
"Смартфон Tecno Spark 6 Go, 64Gb, Aqua Blue (KE5j) + чехол",58900₸,Android,6.52,64 Гб,13 + 2,8,Tecno Mobile,,"Синий, Черный"
"Смартфон Tecno Spark 6 Go, 32Gb, Aqua Blue (KE5) + чехол",46090₸,Android,6.52,32 Гб,13 + 2,8,Tecno Mobile,,"Синий, Черный"
"Смартфон Xiaomi Redmi Note 9, 64Gb, Onyx Black (M2003J15SS)",79990₸,Android,6.53,64 Гб,48 + 8 + 2 + 2,13,Xiaomi,Corning Gorilla Glass 5,Черный
"Смартфон Tecno POP 4, 32Gb, Dawn Blue (BC2)",36200₸,Android,6.0,32 Гб,,8,Tecno Mobile,,"Синий, Фиолетовый, Черный"
"Смартфон Tecno POP 4, 32Gb, Ice Lake Green (BC2)",36200₸,Android,6.0,32 Гб,,8,Tecno Mobile,,"Зеленый, Черный"
"Смартфон Tecno POP 2F, 16Gb, Dawn Blue (B1f)",29990₸,Android,5.5,16 Гб,5,8,Tecno Mobile,,"Синий, Фиолетовый, Черный"
"Смартфон Tecno POP 2F, 16Gb, Champagne Gold (B1f)",29990₸,Android,5.5,16 Гб,5,8,Tecno Mobile,,"Золотистый, Черный"
"Смартфон Tecno POP 2F, 16Gb, Midnight Black (B1f)",29990₸,Android,5.5,16 Гб,5,8,Tecno Mobile,,Черный
"Смартфон Tecno Spark 5 Pro, 128Gb, Seabed Blue (KD7)",72900₸,Android,6.6,128 Гб,16 + 2 + 2,8,Tecno Mobile,,"Зеленый, Синий, Черный"
"Смартфон Tecno Spark 5 Pro, 128Gb, Ice Jadeite (KD7)",72900₸,Android,6.6,128 Гб,16 + 2 + 2,8,Tecno Mobile,,"Зеленый, Черный"
"Смартфон Poco X3 NFC, 128Gb, Shadow Gray (M2007J20CG)",129990₸,Android,6.67,128 Гб,64 + 13 + 2 + 2,20,Poco,Gorilla Glass 5,Черный
"Смартфон Poco X3 NFC, 64Gb, Shadow Gray (M2007J20CG)",102490₸,Android,6.67,64 Гб,64 + 13 + 2 + 2,20,Poco,Gorilla Glass 5,Черный
"Смартфон Poco X3 NFC, 128Gb, Cobalt Blue (M2007J20CG)",129990₸,Android,6.67,128 Гб,64 + 13 + 2 + 2,20,Poco,Gorilla Glass 5,"Синий, Черный"
"Смартфон Xiaomi Redmi 9C, 64Gb, Sunrise Orange (M2006C3MG)",64990₸,Android,6.53,64 Гб,13 + 2 + 2,5,Xiaomi,,"Оранжевый, Черный"
"Смартфон OPPO A52, 64Gb, Stream White (CPH2069)",79900₸,Android,6.5,64 Гб,12 + 8 + 2 + 2,16,OPPO,,Бежевый
"Смартфон Xiaomi Redmi 9C, 64Gb, Twilight Blue (M2006C3MG)",64990₸,Android,6.53,64 Гб,13 + 2 + 2,5,Xiaomi,,Голубой
"Смартфон Xiaomi Redmi Note 9, 128Gb, Onyx Black",89990₸,Android,6.53,128 Гб,48 + 8 + 2 + 2,13,Xiaomi,Corning Gorilla Glass 5,Черный
"Смартфон OPPO A52, 64Gb, Twilight Black (CPH2069)",79900₸,Android,6.5,64 Гб,12 + 8 + 2 + 2,16,OPPO,,Черный
"Смартфон Xiaomi Redmi 9C, 64Gb, Midnight Gray (M2006C3MG)",64990₸,Android,6.53,64 Гб,13 + 2 + 2,5,Xiaomi,,Черный
"Смартфон Tecno Spark 5 Pro, 64Gb, Spark Orange (KD7)",62900₸,Android,6.6,64 Гб,16 + 2 + 2,8,Tecno Mobile,,"Оранжевый, Черный"
"Смартфон Tecno Spark 5 Pro, 64Gb, Seabed Blue (KD7)",62900₸,Android,6.6,64 Гб,16 + 2 + 2,8,Tecno Mobile,,"Зеленый, Синий, Черный"
"Смартфон Tecno Spark 5 Pro, 64Gb, Ice Jadeite (KD7)",62900₸,Android,6.6,64 Гб,16 + 2 + 2,8,Tecno Mobile,,"Зеленый, Черный"
"Смартфон realme C11, 32Gb, Green (RMX2185)",52890₸,Android,6.5,32 Гб,13 + 2,5,realme,Corning Gorilla Glass,"Зеленый, Черный"
"Смартфон realme 6 Pro, 128Gb, Blue (RMX2063)",158890₸,Android,6.6,128 Гб,64 + 12 + 8 + 2,16 + 8,realme,Corning Gorilla Glass 5,"Синий, Черный"
"Смартфон Tecno Camon 15, 64Gb, Fascinating Purple (CD7)",59990₸,Android,6.6,64 Гб,48 + 2 + 2,16,Tecno Mobile,,"Желтый, Зеленый, Черный"
"Смартфон Tecno Camon 15, 64Gb, Shoal Gold (CD7)",74900₸,Android,6.6,64 Гб,48 + 2 + 2,16,Tecno Mobile,,"Желтый, Зеленый, Черный"
"Смартфон Tecno Camon 15, 64Gb, Dark Jade (CD7)",59990₸,Android,6.6,64 Гб,48 + 2 + 2,16,Tecno Mobile,,"Зеленый, Черный"
"Смартфон Xiaomi Redmi 9, 32Gb, Sunset Purple (M2004J19G)",64990₸,Android,6.53,32 Гб,13 + 8 + 5 + 2,8,Xiaomi,Corning Gorilla Glass 3,"Синий, Фиолетовый, Черный"
"Смартфон Xiaomi Redmi 9, 32Gb, Ocean Green (M2004J19G)",64990₸,Android,6.53,32 Гб,13 + 8 + 5 + 2,8,Xiaomi,Corning Gorilla Glass 3,"Зеленый, Черный"
"Смартфон Apple iPhone SE (2020), 64Gb, Red",224990₸,iOS,4.7,64 Гб,12,7,Apple,Стекло с олеофобным покрытием,"Красный, Черный"
"Смартфон Xiaomi Redmi Note 9, 128Gb, Midnight Grey (M2003J15SS)",89990₸,Android,6.53,128 Гб,48 + 8 + 2 + 2,13,Xiaomi,Corning Gorilla Glass 5,"Серый, Черный"
"Смартфон Xiaomi Redmi 9A, 32Gb, Sky Blue (M2006C3LG)",54990₸,Android,6.53,32 Гб,13,5,Xiaomi,,"Синий, Черный"
